"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000111716",5841.34317883561,0.116569029381829,0.127521801175352,0.914110593697916,0.36065873654625,0.680247972308355
"ENSG00000257923",3358.24567511645,0.13660481528379,0.149602369797252,0.913119327380462,0.361179786400562,0.68115085655256
"ENSG00000136160",637.323928895507,0.639793899146878,0.700979562594847,0.912714055140958,0.361392949850325,0.681393061247689
"ENSG00000253846",972.469446387225,-0.170659433386243,0.186973293054026,-0.9127476475313,0.361375278063428,0.681393061247689
"ENSG00000270757",113.639523618892,-0.2514754260802,0.275554451589604,-0.912616089595003,0.361444489207104,0.681410352821222
"ENSG00000130770",689.039105446876,-0.11175020130054,0.122470525764982,-0.912466086044133,0.361523414519691,0.681479263445873
"ENSG00000179943",171.259778843537,-0.151970357482638,0.166582820962088,-0.912281090000418,0.361620766230415,0.681503021242531
"ENSG00000187954",1029.48548056049,0.127075510094227,0.139289285847202,0.912313602021243,0.36160365602119,0.681503021242531
"ENSG00000243660",79.5177280773384,-0.233058391313511,0.255494312199858,-0.912186221708149,0.361670695782736,0.681517258380052
"ENSG00000111145",1878.57688464854,0.107215022245497,0.117614812072598,0.911577550107537,0.361991144814494,0.681721730919381
"ENSG00000111358",489.130295168688,0.147319948091027,0.161608939028089,0.911582917238398,0.36198831838893,0.681721730919381
"ENSG00000113722",13.5798203790401,-0.419791007118201,0.460464494373097,-0.911668569994151,0.361943214011699,0.681721730919381
"ENSG00000171847",14.1622354750139,-0.538388420441093,0.590409829271678,-0.911889324581947,0.361826981819809,0.681721730919381
"ENSG00000175104",273.31887465201,0.141490244444392,0.155203641860713,0.911642553925193,0.361956913590659,0.681721730919381
"ENSG00000261408",60.1092103423388,0.338743716824703,0.371662561686316,0.911428138706646,0.362069833038319,0.681790086026845
"ENSG00000128536",77.3559174454828,-0.358643644407039,0.393662101109131,-0.91104437891423,0.362271991065211,0.682090895844274
"ENSG00000119655",4030.85654502852,-0.168509385775671,0.185023968302207,-0.910743550265002,0.362430511826428,0.682149786039138
"ENSG00000143553",502.1447575927,-0.0893735860886651,0.0981168984378083,-0.910888822533612,0.36235395561348,0.682149786039138
"ENSG00000177830",1677.15975127901,-0.0966689232512392,0.106137788538681,-0.910787049383534,0.362407587408995,0.682149786039138
"ENSG00000109171",1005.09516409187,0.14986904799399,0.164577303959094,0.910630107485781,0.362490301439958,0.682182485146132
"ENSG00000104870",2821.15289962834,0.0802327412715834,0.0881401549932716,0.910285910862174,0.362671746848234,0.682207059826484
"ENSG00000113318",395.907926089656,-0.181566659678286,0.199461667390518,-0.910283474783174,0.362673031245193,0.682207059826484
"ENSG00000125388",135.829352008526,-0.166975555407866,0.183415693708649,-0.910366785042412,0.362629108406519,0.682207059826484
"ENSG00000158352",53.5988454497215,-0.346545950497526,0.380616693891311,-0.910485420265054,0.362566567288271,0.682207059826484
"ENSG00000197779",150.055397374053,0.241693323846685,0.265637937196126,0.909859963519586,0.362896366379834,0.682547334871578
"ENSG00000275214",24.4004353235359,-0.566563672321817,0.622946584841399,-0.90948997250874,0.363091548502091,0.68283458542553
"ENSG00000149196",398.926426791143,0.117274007310072,0.128969565266186,0.909315364970211,0.363183682393332,0.682927997653685
"ENSG00000168615",16946.3739908059,0.0995665853761414,0.109533037419497,0.909009625970789,0.363345044705053,0.68315154944954
"ENSG00000092871",439.842901906707,0.149150619935432,0.164115138260771,0.908816953244368,0.363446756166429,0.683262908173544
"ENSG00000128534",326.714194292417,-0.130009500536606,0.143114423880268,-0.908430450346319,0.363650843803834,0.68340693163088
"ENSG00000204839",47.3413779411046,0.380054085834398,0.418332582733004,0.908497452795743,0.363615458929542,0.68340693163088
"ENSG00000277781",47.3413779411046,0.380054085834398,0.418332582733004,0.908497452795743,0.363615458929542,0.68340693163088
"ENSG00000103197",2124.05864508916,-0.123412657256128,0.13589157617462,-0.908170033273759,0.363788393936689,0.683585552013527
"ENSG00000105819",968.396400438753,0.112279558145406,0.123647168343035,0.908064128358429,0.363844341338579,0.68358912309429
"ENSG00000120334",102.814711664497,-0.202721175567312,0.223259847818876,-0.908005526062049,0.363875302046274,0.68358912309429
"ENSG00000082014",837.293340286953,0.0953068389934198,0.104986041944684,0.907804858893875,0.363981330806865,0.68370844935375
"ENSG00000071655",1342.55336878209,-0.103797964358137,0.114382672157307,-0.907462314006671,0.364162369718489,0.68396863157567
"ENSG00000130669",411.985805000858,-0.154061394072786,0.169819633211323,-0.907206022998962,0.364297859272874,0.684081459605218
"ENSG00000143727",968.8803771682,0.0989427774698737,0.109065378714077,0.907187767891582,0.364307511130927,0.684081459605218
"ENSG00000146909",389.696098003301,0.186757719619268,0.205945067088985,0.906832692130338,0.364495278922165,0.684120130323988
"ENSG00000172878",151.391400264478,-0.173553912049133,0.191385896880488,-0.906827069695264,0.36449825261122,0.684120130323988
"ENSG00000198498",200.383589550862,-0.135194523574914,0.149082301155434,-0.906844893908362,0.364488825490504,0.684120130323988
"ENSG00000274024",6.41341210573488,-0.611519351250261,0.674216354484284,-0.907007590639091,0.364402783196779,0.684120130323988
"ENSG00000104177",249.719846775137,-0.23824642521275,0.262774872056001,-0.906656041152887,0.364588716339695,0.684207604531411
"ENSG00000232517",11.7876254675574,-0.58893056778673,0.64961922541634,-0.906578107212399,0.364629943321441,0.684207604531411
"ENSG00000182742",321.910448442923,0.231840190639033,0.255846601190711,0.906168733764875,0.364846549329344,0.684534187221633
"ENSG00000117228",1110.64275936854,0.199253698785715,0.220002190222049,0.905689614201601,0.365100161189321,0.684930116926145
"ENSG00000170632",427.357139944,-0.180273432342824,0.199114798269034,-0.905374356451636,0.365267096289714,0.68516336711307
"ENSG00000182544",671.469867232328,0.151028573768979,0.16685256725037,0.905161821947597,0.365379664329563,0.685275775553354
"ENSG00000260628",23.9363165812799,0.436778682970463,0.482574882203465,0.905100325520687,0.365412239703138,0.685275775553354
"ENSG00000168038",92.9045444941138,0.321266097036717,0.354997916892209,0.904980231572081,0.365475860094374,0.685315175224183
"ENSG00000227333",50.8225772552916,-0.642713153781678,0.710784210919409,-0.904231050588927,0.365872898711195,0.685979695730024
"ENSG00000049618",1736.72296687566,-0.147247411439296,0.16290853556647,-0.903865539809094,0.366066703761495,0.685981741629875
"ENSG00000070761",323.203681148729,-0.143199074232778,0.158464611652494,-0.90366595253966,0.366172558098146,0.685981741629875
"ENSG00000125266",1203.05215214635,0.337239571147441,0.373057626355448,0.903987875658975,0.36600183040348,0.685981741629875
"ENSG00000132522",697.003870903866,0.126937521517811,0.140463430373857,0.903705122251069,0.366151782302213,0.685981741629875
"ENSG00000160190",61.9883128916529,0.666602625279725,0.737304009703274,0.904108232841427,0.365938013311925,0.685981741629875
"ENSG00000175792",609.405867833829,0.113515450606723,0.125616112708561,0.903669506714374,0.366170672917117,0.685981741629875
"ENSG00000206342",14.3587517314085,0.94445187761889,1.04494768736581,0.903826946590732,0.366087170809993,0.685981741629875
"ENSG00000086666",1037.77458834058,-0.0719316985607676,0.0796411817211531,-0.903197278169746,0.36642120218999,0.686184671243074
"ENSG00000117139",2014.14007880393,-0.126003347351778,0.139480326974368,-0.903377200821541,0.366325736036125,0.686184671243074
"ENSG00000143252",2191.74130602874,0.141410707669694,0.156576711568927,0.903140104634546,0.366451541460347,0.686184671243074
"ENSG00000186350",1819.84739888048,0.154029442839476,0.170525279833617,0.903264565756842,0.366385497881183,0.686184671243074
"ENSG00000140688",1593.42898257354,0.0782548454754423,0.0866850351695993,0.902749192202976,0.366659022031409,0.686413345516371
"ENSG00000186432",1909.45614035517,-0.185317845265137,0.205274747271965,-0.902779556316358,0.366642903359919,0.686413345516371
"ENSG00000181007",139.665010093398,-0.156573613288945,0.173463844874562,-0.902629671342575,0.366722473507789,0.686452227819572
"ENSG00000086200",530.315208387265,-0.136647235939539,0.151411146386308,-0.902491257749937,0.366795963350494,0.686471638460961
"ENSG00000115935",1526.94718081851,0.0936247789701843,0.103754429519544,0.902368982256784,0.366860892406389,0.686471638460961
"ENSG00000281500",61.8242677966703,-0.280752048408863,0.311102257148092,-0.902442981232431,0.366821597628973,0.686471638460961
"ENSG00000056050",309.054091522069,-0.152865438422386,0.169447328983437,-0.902141328160612,0.366981797249944,0.686482016653785
"ENSG00000166257",12.5186960351806,-0.412558637488321,0.457318248519636,-0.902125902090713,0.366989990781812,0.686482016653785
"ENSG00000168955",54.7716359631783,1.19329263822211,1.32276862866049,0.90211743185239,0.366994489783576,0.686482016653785
"ENSG00000077097",3338.24316808379,-0.0832363390977057,0.0923280276007941,-0.901528401078827,0.367307440207428,0.686631474503566
"ENSG00000090975",562.178387267664,0.251437065444877,0.278908839893907,0.901502675714833,0.367321111810941,0.686631474503566
"ENSG00000150764",1183.30348565465,0.19765079955637,0.219165580439782,0.901833212860158,0.367145473794921,0.686631474503566
"ENSG00000203623",25.6237042195183,1.17098564231241,1.29918352753763,0.901324268274707,0.367415934189995,0.686631474503566
"ENSG00000226103",25.6237042195183,1.17098564231241,1.29918352753763,0.901324268274707,0.367415934189995,0.686631474503566
"ENSG00000226531",25.6237042195183,1.17098564231241,1.29918352753763,0.901324268274707,0.367415934189995,0.686631474503566
"ENSG00000265817",15.1863329731703,-0.549405046336159,0.609513841805798,-0.901382394710586,0.367385038697475,0.686631474503566
"ENSG00000281991",15.3088404130482,0.692216470734826,0.767852132092531,0.901497100552961,0.367324074741924,0.686631474503566
"ENSG00000157191",1276.22142487958,0.124974853806451,0.13870169170111,0.901033377990518,0.367570573160399,0.686840656226176
"ENSG00000259318",11.9042149027056,-0.685178159791004,0.760614338348095,-0.900822039825172,0.367682947184516,0.686970822440587
"ENSG00000132591",523.290563536096,0.131971656456488,0.146571052050882,0.900393731298823,0.367910755637186,0.687236780826117
"ENSG00000139636",637.13510491008,0.123251812747517,0.136877489462838,0.900453487503363,0.36787896727238,0.687236780826117
"ENSG00000120992",459.042697540031,0.146434719946129,0.162696906735809,0.900046121859666,0.368095706509832,0.687422578703858
"ENSG00000138395",109.458348700566,-0.31893895135315,0.354331141649988,-0.900115496109008,0.368058790265954,0.687422578703858
"ENSG00000160111",45.5822299531011,-0.248487190392834,0.27616406494505,-0.899781042990793,0.3682367846354,0.687572487401662
"ENSG00000275495",60.5253925892423,-0.398979395089595,0.443441182519246,-0.899734645354638,0.368261481469746,0.687572487401662
"ENSG00000171811",11.9241439487842,-0.452845254831404,0.503461179149875,-0.899464096906262,0.368405511283989,0.687761559835218
"ENSG00000112339",1110.86076228998,-0.121238038297167,0.134838481121573,-0.899135300907587,0.368580597088613,0.687928715675544
"ENSG00000229809",157.198505635203,-0.213899178008012,0.237891877113446,-0.899144521466816,0.368575686381005,0.687928715675544
"ENSG00000091656",859.242780536422,-0.222769593769071,0.247786629335236,-0.899037992351399,0.368632424395465,0.687945611690911
"ENSG00000136514",55.181473943078,-0.430158162853683,0.47868589027297,-0.898623025233491,0.368853490061187,0.688176937504535
"ENSG00000164733",27885.4926311782,0.196895925270964,0.219107657403539,0.898626399479653,0.368851692164633,0.688176937504535
"ENSG00000168286",454.293916422677,0.111947087090973,0.124584383025164,0.898564365554235,0.368884746516608,0.688176937504535
"ENSG00000101695",23.8344648062517,0.459002632634337,0.510922600063891,0.898379974925632,0.368983008677251,0.68828041388961
"ENSG00000005381",7.12408517617175,1.17019109110573,1.30318497919373,0.89794703728838,0.369213786051228,0.688514675140907
"ENSG00000171462",18.0776464579655,0.397398035631865,0.44258437301559,0.897903450418179,0.369237025000953,0.688514675140907
"ENSG00000198087",586.959974664509,0.0814517754800098,0.0907101932073179,0.897934097592009,0.369220684936477,0.688514675140907
"ENSG00000144848",695.321658757892,-0.12816295428966,0.142841001037471,-0.897242061864572,0.369589765166732,0.688932799394593
"ENSG00000198155",13.8060462574725,-0.454203904090192,0.506157049125911,-0.897357657815026,0.369528098961543,0.688932799394593
"ENSG00000228327",502.549071633655,-0.261988982978617,0.291991491562477,-0.897248688914485,0.369586229705522,0.688932799394593
"ENSG00000273899",189.78638339326,-0.236838292928067,0.264026827366196,-0.89702359146853,0.369706328587687,0.689070214703415
"ENSG00000090487",1923.70453601712,0.0857882898845854,0.0956513975277145,0.896884855861397,0.369780361904745,0.689128338414138
"ENSG00000214787",12.3685798405215,-0.501637744246073,0.559378428896442,-0.896777062418583,0.369837889951119,0.689155692745204
"ENSG00000068354",290.3199315707,-0.130982106301617,0.146153417046324,-0.896195990136185,0.37014809693299,0.689227883209276
"ENSG00000115602",9.02819455230838,0.663550124252837,0.740456410595426,0.896136645936056,0.370179787086114,0.689227883209276
"ENSG00000138606",118.777397476821,-0.336455159671156,0.375481864206514,-0.896062344801043,0.370219466706767,0.689227883209276
"ENSG00000139372",328.381311353469,-0.108213580726128,0.12070754520821,-0.896493922889984,0.369989024554585,0.689227883209276
"ENSG00000142207",864.562324071455,0.126539932283642,0.141159750507887,0.896430688127149,0.370022783333838,0.689227883209276
"ENSG00000188343",998.302969737145,0.147777545328341,0.164818321591049,0.896608725909793,0.369927740217543,0.689227883209276
"ENSG00000218336",169.140794614262,-0.356316061188385,0.397609840568027,-0.896144976390299,0.370175338472696,0.689227883209276
"ENSG00000282988",11.0240965026514,-0.61616596113926,0.687517107247214,-0.896219097160156,0.370135758101687,0.689227883209276
"ENSG00000141504",695.984210660741,-0.146204996230551,0.163222494137192,-0.895740486036576,0.370391381987756,0.689388334279492
"ENSG00000198039",52.3575011668322,-0.264640268797791,0.295426516720323,-0.895790505658374,0.370364661620319,0.689388334279492
"ENSG00000165028",21.6958774753598,-0.392819222661705,0.438656237141496,-0.89550584125171,0.370516744675511,0.689541865843121
"ENSG00000182196",1507.22418279479,0.112553477301647,0.125783213135512,0.894821133090217,0.370882711437469,0.690143080880345
"ENSG00000155111",840.086441256803,-0.156269690463747,0.174686070323247,-0.894574422417192,0.37101462974859,0.69030868697901
"ENSG00000181666",412.90658993626,-0.173364526095172,0.193861069827598,-0.894271997205762,0.37117637882436,0.690529751374458
"ENSG00000105518",437.971658467604,0.114140100806376,0.127673133593634,0.8940025014947,0.371320552753534,0.690718071933274
"ENSG00000052850",13.9837707853935,-1.51668003893388,1.69760057716858,-0.893425732373126,0.371629227534443,0.690812860198387
"ENSG00000206268",121.271346974891,-0.184047824710614,0.205995882460318,-0.893453900691771,0.371614148743419,0.690812860198387
"ENSG00000206357",121.271346974891,-0.184047824710614,0.205995882460318,-0.893453900691771,0.371614148743419,0.690812860198387
"ENSG00000229363",121.271346974891,-0.184047824710614,0.205995882460318,-0.893453900691771,0.371614148743419,0.690812860198387
"ENSG00000231044",121.271346974891,-0.184047824710614,0.205995882460318,-0.893453900691771,0.371614148743419,0.690812860198387
"ENSG00000233801",121.271346974891,-0.184047824710614,0.205995882460318,-0.893453900691771,0.371614148743419,0.690812860198387
"ENSG00000007341",281.675425442917,0.215543122736334,0.241297072709375,0.893268701174587,0.371713294906419,0.690889277935969
"ENSG00000163257",600.990800838386,0.0987410870976941,0.110551242256151,0.893170308017953,0.371765976143567,0.690907348545989
"ENSG00000127124",20.8172895232715,0.371123652147752,0.415796629866832,0.892560510330766,0.372092574636649,0.691354537648017
"ENSG00000171202",192.933723353507,0.192888095151786,0.216105443267335,0.892564723199369,0.37209031767743,0.691354537648017
"ENSG00000105849",320.10643098723,0.141791435067436,0.158913195867227,0.892257148902244,0.372255116699249,0.691576648015943
"ENSG00000102763",631.512654754256,-0.122982766133464,0.137855236683729,-0.892115302196421,0.372331133733851,0.691637979191676
"ENSG00000169891",162.626273596388,0.335225613445407,0.375908337083445,0.891774883330117,0.372513606774786,0.691832447410695
"ENSG00000221883",25.0159738418719,-0.370073506871317,0.41499250383794,-0.891759497939838,0.372521855038029,0.691832447410695
"ENSG00000181274",63.6881471365034,0.226744926492684,0.254300014601579,0.891643387625964,0.372584106600601,0.691868166084455
"ENSG00000161996",338.241781703844,0.2052320541259,0.230274034918802,0.891251391839585,0.372794319434537,0.692178600723349
"ENSG00000125351",292.975604067307,0.153393146507158,0.172126295365206,0.891166257785885,0.372839983386033,0.692183476024191
"ENSG00000205981",369.145554885631,0.123337044755281,0.138465284855658,0.890743444350348,0.373066822133963,0.692524665325545
"ENSG00000034510",12982.8850160313,-0.126785476882748,0.142386306720581,-0.89043307466042,0.373233389371616,0.692753906666325
"ENSG00000116729",3854.48719861254,-0.22619426995881,0.254201741738991,-0.889821873018721,0.373561539794023,0.692895075320964
"ENSG00000122696",276.162411025981,0.137960292573726,0.155036885792725,0.889854642450512,0.373543941557347,0.692895075320964
"ENSG00000142945",28.6776065990381,-0.402907140660198,0.452760251616298,-0.88989070754747,0.373524574035862,0.692895075320964
"ENSG00000147164",1496.66547765632,-0.0850022213030603,0.095494358668851,-0.89012819697366,0.373397054020503,0.692895075320964
"ENSG00000166073",4515.61956547546,-0.192575700382179,0.216361362770693,-0.890065111053482,0.373430925394411,0.692895075320964
"ENSG00000197168",22.2862562566079,0.367592775715823,0.413113805198444,0.889809953311159,0.373567941186848,0.692895075320964
"ENSG00000159733",210.106166488743,0.133083295190689,0.149584743709374,0.889684949751654,0.373635077534857,0.692939685423559
"ENSG00000107560",701.130284595921,-0.106723479210441,0.120081063067679,-0.888761945339295,0.3741310316859,0.693073240412507
"ENSG00000115525",367.009307831687,-0.140449219924,0.158082285592981,-0.888456409882751,0.374295293460827,0.693073240412507
"ENSG00000119986",691.961036110224,0.134229654575781,0.150998142617773,0.888949044330704,0.374030465664184,0.693073240412507
"ENSG00000131848",57.6307789362508,-0.229748694117367,0.25844055780825,-0.888980801100998,0.374013398007157,0.693073240412507
"ENSG00000133056",206.486731627226,-0.471269087462954,0.530200601154525,-0.888850533999309,0.374083413047861,0.693073240412507
"ENSG00000135940",1057.71577467795,0.104922877564059,0.118054574019379,0.888765881674654,0.374128915726813,0.693073240412507
"ENSG00000137414",1740.69953066604,0.11490146458612,0.129293018909384,0.888690399182726,0.37416949228551,0.693073240412507
"ENSG00000138439",154.279966550785,-0.197380018079551,0.222198391801018,-0.888305340464872,0.374376527780155,0.693073240412507
"ENSG00000144381",2374.00981464628,-0.100426720920956,0.11301533820822,-0.88861142667139,0.374211947861521,0.693073240412507
"ENSG00000157999",8.23150528396992,-0.601623548536755,0.676405534026931,-0.889442085068455,0.373765535549753,0.693073240412507
"ENSG00000161203",8355.54570799836,0.11098277319268,0.124834753830251,0.889037465829374,0.373982944780012,0.693073240412507
"ENSG00000166582",89.3134029178392,-0.227623337246896,0.256253660954642,-0.888273503679569,0.37439364871527,0.693073240412507
"ENSG00000167157",528.950180158778,-0.140758423494042,0.158463906427807,-0.888268039499383,0.374396587247644,0.693073240412507
"ENSG00000235316",34.5947163040385,-0.255079171225369,0.286834620189465,-0.889290041267961,0.373847222257314,0.693073240412507
"ENSG00000239218",16.8994103040958,-0.57825830224634,0.650883900772312,-0.8884200416698,0.374314848686125,0.693073240412507
"ENSG00000250138",10.1298619021234,-0.556978574029453,0.626439286845499,-0.889118204629498,0.373939556116261,0.693073240412507
"ENSG00000128512",1059.50129492494,0.187871663945056,0.211575574606976,0.887964805455672,0.374559683117322,0.693295360061675
"ENSG00000180229",285.162154061679,-0.194386958868775,0.218970560191249,-0.887731020549054,0.374685455423543,0.693448352080189
"ENSG00000100297",230.297286837815,0.182405034464181,0.205524766395813,0.887508778931747,0.374805041839964,0.693589861685898
"ENSG00000265018",8.8276662989143,-0.553095653565928,0.623306774651456,-0.887357038394475,0.374886705747343,0.693661169872816
"ENSG00000047410",4708.48720363974,-0.0590531303239344,0.0665661171675875,-0.887134969511014,0.37500623887248,0.693786317340026
"ENSG00000270136",47.5274250755275,0.542643530490923,0.611724950168876,0.887071109885444,0.375040616984032,0.693786317340026
"ENSG00000173465",350.115141938447,-0.101419714154585,0.114385902552623,-0.886645223679788,0.375269937837429,0.69409288064256
"ENSG00000263142",318.502951995822,0.108916039640786,0.122846452385615,0.886603052230584,0.375292650007318,0.69409288064256
"ENSG00000089639",148.441227208867,-0.155136700161066,0.1750395001948,-0.886295378976832,0.375458378505458,0.694246666647928
"ENSG00000134470",532.610132691461,0.263631197925008,0.297475571109799,0.88622805879983,0.375494646611322,0.694246666647928
"ENSG00000177542",265.094127712042,0.189613978148208,0.214011764623523,0.885997919234793,0.375618648458442,0.694246666647928
"ENSG00000239405",6.66605566145432,-0.899294720896495,1.01504205096418,-0.885967945901616,0.375634800296603,0.694246666647928
"ENSG00000273611",167.403881283997,-0.132291353579435,0.149303321381116,-0.886057673437452,0.375586449775635,0.694246666647928
"ENSG00000278574",167.403881283997,-0.132291353579435,0.149303321381116,-0.886057673437452,0.375586449775635,0.694246666647928
"ENSG00000057019",2546.83577089429,-0.169031574117303,0.19095614315967,-0.885185317007399,0.376056690157423,0.6947656246359
"ENSG00000114026",373.722574306491,-0.145906911078944,0.164851568610517,-0.885080513996614,0.37611320826125,0.6947656246359
"ENSG00000143977",420.21279576752,0.141962420059215,0.160415614952525,0.884966342592205,0.376174784513425,0.6947656246359
"ENSG00000145725",1131.82166230017,-0.190989482207736,0.215772495704901,-0.885142851890361,0.37607959008808,0.6947656246359
"ENSG00000176946",812.533731886342,0.135853846097018,0.153483526709441,0.88513633358323,0.376083105256005,0.6947656246359
"ENSG00000196712",2482.14349766729,-0.125551646094004,0.141864504555886,-0.885010993321057,0.376150702221224,0.6947656246359
"ENSG00000105229",260.916081696604,0.20762906375906,0.234671569300324,0.884764457740272,0.37628368263206,0.6948869523219
"ENSG00000103249",1931.69640014139,-0.0669159123433373,0.0756528981930278,-0.884512212243368,0.376419772976463,0.69505846254655
"ENSG00000127951",228.397473539946,-0.829080765517514,0.937551912831311,-0.884303849387683,0.376532210859997,0.695099375286576
"ENSG00000136280",651.840016978657,0.0913310982432643,0.103275764576587,0.884342019811775,0.37651161158052,0.695099375286576
"ENSG00000168795",223.947494000688,-0.106083618206833,0.119972758064575,-0.884230886396173,0.376571588439466,0.695099375286576
"ENSG00000114648",395.01741354429,0.114635477726169,0.129700640339234,0.883846659710689,0.376778994615781,0.695242837357228
"ENSG00000139977",583.133096562891,0.0926291704845133,0.104786910450866,0.883976539492943,0.376708877420531,0.695242837357228
"ENSG00000205485",25.4041775960654,-0.39452485444692,0.446356376749429,-0.883878611346454,0.376761744386323,0.695242837357228
"ENSG00000198771",8.43945356745212,0.524604317951897,0.593811298920512,0.883452906513524,0.376991616306408,0.695507783462918
"ENSG00000258659",226.018206040929,-0.159427310538966,0.180465920725973,-0.883420592085345,0.377009068969081,0.695507783462918
"ENSG00000101365",778.363187983355,0.103640211084898,0.117353603884973,0.883144681150858,0.377158105679028,0.695702926211241
"ENSG00000125409",9.46643811145184,-0.839333447143852,0.950871487978784,-0.882699142581273,0.377398845534696,0.695825019776836
"ENSG00000135148",1042.74964065396,0.134504330795299,0.15240517526835,0.882544379208042,0.377482491683491,0.695825019776836
"ENSG00000138792",29.6426114636991,0.755324181781569,0.855850882176329,0.88254180431627,0.377483883451651,0.695825019776836
"ENSG00000143324",1038.81910467797,-0.149742243820133,0.16967018417624,-0.882548955475835,0.377480018148962,0.695825019776836
"ENSG00000176401",47.3404266112473,0.282010009072944,0.319403343968374,0.882927540986756,0.377275422168706,0.695825019776836
"ENSG00000196976",162.791428481448,-0.175032625496792,0.198320977504973,-0.882572422236083,0.377467334205174,0.695825019776836
"ENSG00000141179",211.517138767896,0.192392131513863,0.218034293664966,0.882393903637445,0.377563831325863,0.69589263112696
"ENSG00000223618",57.3156425013602,-0.452770548870685,0.513210050937757,-0.882232427138489,0.37765112953956,0.695973772932823
"ENSG00000066827",226.885697626087,-0.13908263477517,0.1577051459848,-0.881915640143885,0.377822428605532,0.696096877646383
"ENSG00000143429",714.769566404331,-0.224438268417373,0.254595423761811,-0.881548714038742,0.378020899668191,0.696096877646383
"ENSG00000143457",569.123288754621,-0.102811358699938,0.116619449237649,-0.881597018096244,0.377994768236957,0.696096877646383
"ENSG00000188158",479.493510980808,-0.172281178708619,0.195405895766994,-0.881658038169179,0.37796175931218,0.696096877646383
"ENSG00000219992",6.25871733255054,0.643792006534953,0.730177187752587,0.88169285117833,0.377942927944076,0.696096877646383
"ENSG00000229488",15.6613020047049,-0.380887709328655,0.431876027822339,-0.881937604291713,0.377810550191052,0.696096877646383
"ENSG00000282827",56.4863507035232,0.436883818120257,0.495520534708178,0.88166642453586,0.377957222829936,0.696096877646383
"ENSG00000143248",129.795742401581,-0.219858269735153,0.249490508311461,-0.881228994333865,0.378193889043801,0.696208368773318
"ENSG00000160799",244.093540397771,0.122508437668377,0.139037680667374,0.881116810064309,0.378254599660589,0.696208368773318
"ENSG00000198937",76.2920110404145,-0.270837384557043,0.307373332597769,-0.881134945143284,0.378244785116573,0.696208368773318
"ENSG00000213300",24.0612656418504,0.406038532497986,0.460767520187343,0.881222123323483,0.378197607247115,0.696208368773318
"ENSG00000175087",65.8141020450981,-0.233592442610906,0.265145103130419,-0.880998516861189,0.378318622741577,0.696246528155714
"ENSG00000004766",495.212595858396,-0.114357020360239,0.129930646196385,-0.880138933407541,0.378784050045262,0.696270111537277
"ENSG00000065000",3964.89406169565,-0.0924904977686455,0.105033602671647,-0.88058007548105,0.37854514666519,0.696270111537277
"ENSG00000117362",2162.18683779233,0.121798936713297,0.138291264352868,0.880742086517566,0.378457431821806,0.696270111537277
"ENSG00000120328",15.8595593848986,-0.408796675386948,0.464243805249439,-0.880564631696702,0.378553508780538,0.696270111537277
"ENSG00000123810",51.3696044961378,-0.247073202961328,0.280734581947979,-0.880095359990637,0.378807652549349,0.696270111537277
"ENSG00000137100",770.538406395559,-0.119757612162956,0.136035556631979,-0.880340516317654,0.378674869987905,0.696270111537277
"ENSG00000159199",358.89310694466,0.21912041323877,0.248879100126382,0.880429144622828,0.378626873818652,0.696270111537277
"ENSG00000175356",98.3973097033746,0.461004581682223,0.523781509571045,0.880146727706686,0.378779828186341,0.696270111537277
"ENSG00000185989",558.332228716154,0.165016770033248,0.187451632073743,0.880316528630332,0.378687861031478,0.696270111537277
"ENSG00000198901",186.816027780567,-0.19576700541132,0.2222807155559,-0.880719701309795,0.378469550713923,0.696270111537277
"ENSG00000280477",558.332228716154,0.165016770033248,0.187451632073743,0.880316528630332,0.378687861031478,0.696270111537277
"ENSG00000129480",222.525337718605,0.169463501311326,0.192588205637563,0.879926684764089,0.378899027746617,0.696358480544947
"ENSG00000018408",2818.50254473537,0.116171928114437,0.132057247240037,0.87970884250884,0.379017057908312,0.696495811510442
"ENSG00000140987",252.896486343159,-0.117964381375281,0.134111973894737,-0.879596190776155,0.379078103160001,0.696528405474957
"ENSG00000100028",776.465100983661,-0.142751188039864,0.162306645844121,-0.879515359937649,0.379121908600575,0.69652931871408
"ENSG00000175203",2946.41716370636,0.100177661857827,0.113912333444324,0.87942770399651,0.379169416355112,0.696537032922817
"ENSG00000145526",11.8865257833473,-0.781565545699904,0.889064933505085,-0.879087135535341,0.379354032357887,0.696717015234885
"ENSG00000171103",156.304418679719,0.143133667013713,0.16281810884703,0.879101643099105,0.379346166942679,0.696717015234885
"ENSG00000198855",196.447010791452,0.117097751815688,0.13322080901779,0.878974934013883,0.379414866879675,0.69674917835417
"ENSG00000272150",109.592308750574,-0.240243280520198,0.27334802783579,-0.87889158163058,0.37946006357691,0.69675262044839
"ENSG00000005882",1066.40685200078,-0.127921219655283,0.145626388618656,-0.878420599924804,0.379715509218603,0.696943030716651
"ENSG00000012232",1281.44933327352,0.114627372132901,0.130510362558907,0.878300924810955,0.379780434073291,0.696943030716651
"ENSG00000106459",239.28355376431,-0.1781483329101,0.202830043498444,-0.878313339766487,0.379773698527967,0.696943030716651
"ENSG00000127241",8090.86741788253,-0.223988711866157,0.254983204941313,-0.878444962356286,0.379702293210575,0.696943030716651
